,0
0,0.01
1,0.01473684210526316
2,0.019473684210526317
3,0.024210526315789474
4,0.02894736842105263
5,0.03368421052631579
6,0.03842105263157895
7,0.04315789473684211
8,0.04789473684210527
9,0.052631578947368425
10,0.05736842105263158
11,0.06210526315789474
12,0.0668421052631579
13,0.07157894736842106
14,0.07631578947368421
15,0.08105263157894736
16,0.08578947368421053
17,0.09052631578947369
18,0.09526315789473684
19,0.1
