,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
2393,21.43,21.43,40.74,512.01,11.59
2394,0.0,0.0,0.0,0.0,10.21
2395,0.0,0.0,0.0,0.0,9.25
2396,0.0,0.0,0.0,0.0,8.25
2397,0.0,0.0,0.0,0.0,7.31
2398,0.0,0.0,0.0,0.0,6.46
2399,0.0,0.0,0.0,0.0,5.71
2400,0.0,0.0,0.0,0.0,5.07
2401,0.0,0.0,0.0,0.0,4.41
2402,0.0,0.0,0.0,0.0,3.83
2403,0.0,0.0,0.0,0.0,3.35
2404,0.0,0.0,0.0,0.0,2.91
2405,7.75,26.96,13.02,7.75,2.57
2406,82.49,770.86,25.99,25.99,3.17
2407,281.33,855.29,38.76,38.76,4.39
2408,481.45,814.57,44.23,44.23,5.92
2409,653.2,671.45,42.86,42.86,7.32
2410,763.16,447.9,50.62,50.62,8.36
2411,824.56,183.95,43.32,43.32,9.12
2412,816.0,35.11,35.11,308.27,9.7
2413,719.98,46.97,46.97,557.05,10.15
2414,585.66,36.48,36.48,760.48,10.35
2415,394.88,38.3,38.3,863.03,10.22
2416,186.03,34.66,34.66,823.7,9.71
2417,18.7,18.7,44.08,642.82,8.91
2418,0.0,0.0,0.0,0.0,7.61
2419,0.0,0.0,0.0,0.0,6.67
2420,0.0,0.0,0.0,0.0,5.82
2421,0.0,0.0,0.0,0.0,4.98
2422,0.0,0.0,0.0,0.0,4.23
2423,0.0,0.0,0.0,0.0,3.48
2424,0.0,0.0,0.0,0.0,2.86
2425,0.0,0.0,0.0,0.0,2.4
2426,0.0,0.0,0.0,0.0,2.05
2427,0.0,0.0,0.0,0.0,2.09
2428,0.0,0.0,0.0,0.0,1.89
2429,4.56,5.98,5.98,4.56,1.91
2430,65.91,157.47,45.6,45.6,2.32
2431,168.6,313.59,85.27,85.27,3.26
2432,324.48,467.75,112.63,112.63,4.09
2433,435.47,444.73,136.35,136.35,5.22
2434,398.34,316.14,166.9,166.9,6.19
2435,424.25,258.82,175.56,175.56,6.63
2436,0.0,0.0,0.0,0.0,6.86
2437,153.69,114.46,114.46,152.86,6.8
2438,116.58,88.01,88.01,116.94,6.82
2439,116.9,83.9,83.9,126.35,6.81
2440,72.08,52.9,52.9,84.42,6.64
2441,25.08,25.08,34.08,64.16,6.21
2442,0.0,0.0,0.0,0.0,5.66
2443,0.0,0.0,0.0,0.0,4.94
2444,0.0,0.0,0.0,0.0,4.61
2445,0.0,0.0,0.0,0.0,4.03
2446,0.0,0.0,0.0,0.0,3.4
2447,0.0,0.0,0.0,0.0,2.99
2448,0.0,0.0,0.0,0.0,2.55
2449,0.0,0.0,0.0,0.0,1.97
2450,0.0,0.0,0.0,0.0,1.42
2451,0.0,0.0,0.0,0.0,0.91
2452,0.0,0.0,0.0,0.0,0.4
2453,4.56,5.98,5.98,4.56,0.15
2454,65.77,150.25,46.06,46.06,0.75
2455,129.43,184.02,82.54,82.54,2.09
2456,241.78,309.61,121.3,121.3,3.34
2457,417.45,426.99,140.91,140.91,4.25
2458,262.25,238.26,159.6,159.6,5.18
2459,453.94,261.9,174.65,174.65,5.75
2460,444.66,171.46,171.46,297.56,6.13
2461,380.79,159.6,159.6,340.16,6.58
2462,204.17,128.14,128.14,217.09,6.77
2463,93.69,70.68,70.68,94.99,6.89
2464,110.98,67.49,67.49,220.91,6.55
2465,26.9,26.9,52.21,442.2,6.19
2466,0.0,0.0,0.0,0.0,5.52
2467,0.0,0.0,0.0,0.0,3.82
2468,0.0,0.0,0.0,0.0,3.31
2469,0.0,0.0,0.0,0.0,3.1
2470,0.0,0.0,0.0,0.0,2.61
2471,0.0,0.0,0.0,0.0,2.63
2472,0.0,0.0,0.0,0.0,2.32
2473,0.0,0.0,0.0,0.0,1.86
2474,0.0,0.0,0.0,0.0,1.67
2475,0.0,0.0,0.0,0.0,1.61
2476,0.0,0.0,0.0,0.0,1.5
2477,10.03,40.82,18.15,10.03,1.28
2478,77.05,298.23,48.79,48.79,2.0
2479,132.55,193.08,83.45,83.45,3.38
2480,327.91,478.45,112.63,112.63,5.04
2481,603.45,627.02,66.12,66.12,6.93
2482,712.53,432.69,69.77,69.77,8.45
2483,756.53,199.01,74.78,74.78,9.63
2484,660.13,118.11,118.11,323.87,10.19
2485,640.16,85.73,85.73,519.43,10.21
2486,498.37,84.82,84.82,643.46,10.13
2487,295.0,90.29,90.29,557.47,9.74
2488,147.82,62.47,62.47,484.41,9.0
2489,21.89,21.89,55.81,602.36,8.11
2490,0.0,0.0,0.0,0.0,7.28
2491,0.0,0.0,0.0,0.0,6.19
2492,0.0,0.0,0.0,0.0,5.54
2493,0.0,0.0,0.0,0.0,4.72
2494,0.0,0.0,0.0,0.0,4.18
2495,0.0,0.0,0.0,0.0,3.84
2496,0.0,0.0,0.0,0.0,3.57
2497,0.0,0.0,0.0,0.0,3.43
2498,0.0,0.0,0.0,0.0,2.74
2499,0.0,0.0,0.0,0.0,2.12
2500,0.0,0.0,0.0,0.0,1.82
2501,7.75,10.17,10.17,7.75,1.64
2502,78.87,653.66,35.57,35.57,3.35
2503,259.17,783.74,47.42,47.42,6.13
2504,445.73,760.45,53.35,53.35,8.17
2505,609.96,637.22,51.98,51.98,10.12
2506,695.63,426.48,73.42,73.42,11.86
2507,757.01,190.28,64.75,64.75,13.38
2508,752.64,53.35,53.35,309.6,14.5
2509,671.44,52.44,52.44,539.89,15.32
2510,540.67,45.14,45.14,724.92,15.59
2511,362.76,40.58,40.58,825.4,15.5
2512,166.32,38.3,38.3,773.79,15.27
2513,23.26,23.26,58.93,573.06,14.39
2514,0.0,0.0,0.0,0.0,12.64
2515,0.0,0.0,0.0,0.0,11.59
2516,0.0,0.0,0.0,0.0,10.44
2517,0.0,0.0,0.0,0.0,9.55
2518,0.0,0.0,0.0,0.0,8.74
2519,0.0,0.0,0.0,0.0,8.01
2520,0.0,0.0,0.0,0.0,7.31
2521,0.0,0.0,0.0,0.0,6.65
2522,0.0,0.0,0.0,0.0,6.02
2523,0.0,0.0,0.0,0.0,5.47
2524,0.0,0.0,0.0,0.0,4.99
2525,13.22,68.36,26.89,13.22,4.45
2526,74.35,745.78,29.18,29.18,5.35
2527,261.31,817.22,41.95,41.95,8.3
2528,436.23,741.04,60.19,60.19,10.16
2529,567.99,593.78,82.54,82.54,12.05
2530,696.98,426.99,70.68,70.68,13.82
2531,756.81,187.0,61.1,61.1,15.29
2532,759.99,41.95,41.95,308.34,16.32
2533,624.7,86.18,86.18,515.37,16.95
2534,339.65,133.15,133.15,406.43,17.2
2535,217.07,105.34,105.34,339.82,17.2
2536,112.36,69.31,69.31,229.67,16.2
2537,29.64,29.64,42.22,96.41,14.48
2538,0.0,0.0,0.0,0.0,12.87
2539,0.0,0.0,0.0,0.0,13.5
2540,0.0,0.0,0.0,0.0,12.12
2541,0.0,0.0,0.0,0.0,11.15
2542,0.0,0.0,0.0,0.0,10.28
2543,0.0,0.0,0.0,0.0,9.73
2544,0.0,0.0,0.0,0.0,9.31
2545,0.0,0.0,0.0,0.0,9.02
2546,0.0,0.0,0.0,0.0,8.86
2547,0.0,0.0,0.0,0.0,8.66
2548,0.0,0.0,0.0,0.0,8.55
2549,7.75,10.17,10.17,7.75,8.51
2550,32.92,32.92,25.08,25.08,8.97
2551,77.32,79.26,58.37,58.37,9.27
2552,213.23,260.8,120.84,120.84,9.79
2553,423.51,438.65,135.43,135.43,10.64
2554,314.55,271.47,166.44,166.44,11.47
2555,333.21,244.5,174.65,174.65,12.46
2556,560.72,143.64,143.64,317.52,14.19
2557,487.08,138.17,138.17,423.72,15.41
2558,510.9,57.46,57.46,691.25,16.34
2559,340.12,51.53,51.53,769.96,16.98
2560,154.67,47.42,47.42,679.25,17.11
2561,25.99,25.99,63.92,510.83,16.63
2562,0.0,0.0,0.0,0.0,15.19
2563,0.0,0.0,0.0,0.0,13.63
2564,0.0,0.0,0.0,0.0,12.27
2565,0.0,0.0,0.0,0.0,11.78
2566,0.0,0.0,0.0,0.0,11.37
2567,0.0,0.0,0.0,0.0,10.8
2568,0.0,0.0,0.0,0.0,10.02
2569,0.0,0.0,0.0,0.0,9.36
2570,0.0,0.0,0.0,0.0,8.82
2571,0.0,0.0,0.0,0.0,8.4
2572,0.0,0.0,0.0,0.0,8.24
2573,15.05,378.61,89.21,15.05,8.35
2574,71.49,762.7,29.64,29.64,9.29
2575,261.31,849.76,37.39,37.39,11.49
2576,444.52,776.52,49.25,49.25,13.42
2577,601.96,637.11,51.98,51.98,15.05
2578,711.56,429.65,53.35,53.35,16.38
2579,756.0,183.49,57.46,57.46,17.42
2580,749.23,45.6,45.6,312.22,18.31
2581,658.0,56.09,56.09,543.24,18.99
2582,526.8,47.88,47.88,724.85,19.41
2583,350.24,45.14,45.14,818.82,19.56
2584,157.9,40.13,40.13,775.71,19.25
2585,23.71,23.71,70.01,605.43,18.23
2586,0.0,0.0,0.0,0.0,16.49
2587,0.0,0.0,0.0,0.0,15.99
2588,0.0,0.0,0.0,0.0,15.02
2589,0.0,0.0,0.0,0.0,14.19
2590,0.0,0.0,0.0,0.0,13.3
2591,0.0,0.0,0.0,0.0,12.43
2592,0.0,0.0,0.0,0.0,11.69
2593,0.0,0.0,0.0,0.0,11.09
2594,0.0,0.0,0.0,0.0,10.55
2595,0.0,0.0,0.0,0.0,10.09
2596,0.0,0.0,0.0,0.0,9.6
2597,17.78,282.66,74.4,17.78,9.26
2598,73.62,742.55,34.2,34.2,10.27
2599,262.21,856.61,39.67,39.67,12.62
2600,454.18,805.47,43.32,43.32,14.57
2601,615.47,654.97,44.69,44.69,16.28
2602,722.46,434.85,48.34,48.34,17.81
2603,768.2,181.28,52.9,52.9,19.1
2604,753.23,48.34,48.34,317.78,20.07
2605,667.84,51.98,51.98,554.73,20.73
2606,531.72,46.97,46.97,739.33,21.08
2607,352.72,44.23,44.23,838.52,21.14
2608,157.4,32.38,32.38,851.65,20.86
2609,22.8,22.8,75.45,655.81,19.73
2610,0.0,0.0,0.0,0.0,17.87
2611,0.0,0.0,0.0,0.0,16.75
2612,0.0,0.0,0.0,0.0,15.14
2613,0.0,0.0,0.0,0.0,13.84
2614,0.0,0.0,0.0,0.0,13.07
2615,0.0,0.0,0.0,0.0,12.54
2616,0.0,0.0,0.0,0.0,11.96
2617,0.0,0.0,0.0,0.0,11.28
2618,0.0,0.0,0.0,0.0,10.45
2619,0.0,0.0,0.0,0.0,9.47
2620,0.0,0.0,0.0,0.0,8.44
2621,18.7,261.47,72.01,18.7,7.7
2622,72.89,718.84,36.02,36.02,9.72
2623,258.04,841.47,42.41,42.41,13.74
2624,444.05,786.32,48.79,48.79,15.8
2625,605.14,646.57,48.34,48.34,17.53
2626,710.55,431.24,52.44,52.44,19.11
2627,755.05,182.58,57.0,57.0,20.44
2628,736.81,56.54,56.54,319.41,21.33
2629,655.14,55.63,55.63,549.51,21.77
2630,519.6,53.35,53.35,725.58,21.92
2631,344.82,46.51,46.51,824.17,21.85
2632,153.58,36.48,36.48,821.73,21.47
2633,24.62,24.62,78.8,632.11,20.36
2634,0.0,0.0,0.0,0.0,18.49
2635,0.0,0.0,0.0,0.0,17.0
2636,0.0,0.0,0.0,0.0,15.61
2637,0.0,0.0,0.0,0.0,14.67
2638,0.0,0.0,0.0,0.0,13.94
2639,0.0,0.0,0.0,0.0,13.18
2640,0.0,0.0,0.0,0.0,12.35
2641,0.0,0.0,0.0,0.0,11.48
2642,0.0,0.0,0.0,0.0,10.47
2643,0.0,0.0,0.0,0.0,9.26
2644,0.0,0.0,0.0,0.0,8.14
2645,20.06,254.31,72.79,20.06,7.59
2646,73.91,697.45,39.22,39.22,9.67
2647,255.9,828.13,46.97,46.97,13.53
2648,441.7,782.3,53.81,53.81,15.55
2649,600.38,643.95,54.26,54.26,17.42
2650,705.39,432.64,59.74,59.74,19.11
2651,753.01,184.97,60.65,60.65,20.52
2652,738.0,56.09,56.09,322.12,21.35
2653,649.98,62.47,62.47,550.75,21.73
2654,521.68,50.16,50.16,736.98,21.85
2655,343.84,46.06,46.06,833.7,21.77
2656,151.32,37.39,37.39,825.28,21.37
2657,25.99,25.99,82.7,625.08,20.2
2658,0.0,0.0,0.0,0.0,18.38
2659,0.0,0.0,0.0,0.0,17.05
2660,0.0,0.0,0.0,0.0,15.17
2661,0.0,0.0,0.0,0.0,13.51
2662,0.0,0.0,0.0,0.0,12.16
2663,0.0,0.0,0.0,0.0,11.24
2664,0.0,0.0,0.0,0.0,10.43
2665,0.0,0.0,0.0,0.0,9.78
2666,0.0,0.0,0.0,0.0,9.21
2667,0.0,0.0,0.0,0.0,8.74
2668,0.0,0.0,0.0,0.0,8.21
2669,21.43,197.98,63.33,21.43,8.02
2670,71.19,723.29,60.97,37.85,10.42
2671,253.15,823.72,47.88,47.88,13.56
2672,430.96,758.61,61.56,61.56,15.65
2673,592.22,637.68,58.37,58.37,17.6
2674,698.03,430.11,60.19,60.19,19.31
2675,729.95,194.97,76.15,76.15,20.59
2676,707.37,78.89,78.89,328.01,21.45
2677,636.25,69.31,69.31,544.81,22.0
2678,492.83,74.78,74.78,687.54,22.25
2679,234.56,110.35,110.35,395.91,22.17
2680,148.44,44.23,44.23,774.7,21.7
2681,25.08,25.08,86.6,648.53,20.6
2682,0.0,0.0,0.0,0.0,18.83
2683,0.0,0.0,0.0,0.0,17.63
2684,0.0,0.0,0.0,0.0,16.52
2685,0.0,0.0,0.0,0.0,15.69
2686,0.0,0.0,0.0,0.0,14.8
2687,0.0,0.0,0.0,0.0,13.81
2688,0.0,0.0,0.0,0.0,13.05
2689,0.0,0.0,0.0,0.0,12.44
2690,0.0,0.0,0.0,0.0,11.96
2691,0.0,0.0,0.0,0.0,11.53
2692,0.0,0.0,0.0,0.0,11.24
2693,13.68,17.95,17.95,13.68,11.13
2694,70.24,115.82,69.83,52.44,11.96
2695,161.99,277.36,94.85,94.85,12.98
2696,349.08,547.31,108.53,108.53,14.56
2697,499.23,532.71,112.63,112.63,16.19
2698,591.23,401.99,120.84,120.84,17.71
2699,625.09,232.77,127.68,127.68,19.16
2700,633.32,114.0,114.0,329.24,20.36
2701,517.38,129.51,129.51,461.09,21.32
2702,314.11,139.08,139.08,381.34,21.32
2703,150.51,101.69,101.69,181.53,21.17
2704,53.86,41.04,41.04,53.86,21.1
2705,22.34,22.34,29.33,29.33,20.21
2706,0.0,0.0,0.0,0.0,19.01
2707,0.0,0.0,0.0,0.0,17.92
2708,0.0,0.0,0.0,0.0,16.53
2709,0.0,0.0,0.0,0.0,15.27
2710,0.0,0.0,0.0,0.0,14.54
2711,0.0,0.0,0.0,0.0,14.05
2712,0.0,0.0,0.0,0.0,13.3
2713,0.0,0.0,0.0,0.0,12.51
2714,0.0,0.0,0.0,0.0,11.68
2715,0.0,0.0,0.0,0.0,10.93
2716,0.0,0.0,0.0,0.0,10.15
2717,20.98,371.89,101.27,20.98,9.88
2718,67.8,693.18,66.45,38.76,12.07
2719,241.03,780.97,51.07,51.07,14.68
2720,412.47,730.17,62.93,62.93,16.72
2721,564.65,612.75,62.93,62.93,18.55
2722,663.66,417.51,68.86,68.86,20.02
2723,711.7,184.56,66.58,66.58,21.25
2724,647.0,103.51,103.51,328.28,22.13
2725,543.72,116.28,116.28,483.37,22.71
2726,431.98,103.06,103.06,588.19,23.05
2727,159.73,104.88,104.88,200.91,23.13
2728,104.73,72.5,72.5,176.85,22.86
2729,33.74,33.74,48.4,86.58,19.93
2730,0.0,0.0,0.0,0.0,14.69
2731,0.0,0.0,0.0,0.0,12.42
2732,0.0,0.0,0.0,0.0,11.63
2733,0.0,0.0,0.0,0.0,11.06
2734,0.0,0.0,0.0,0.0,10.48
2735,0.0,0.0,0.0,0.0,9.72
2736,0.0,0.0,0.0,0.0,9.2
2737,0.0,0.0,0.0,0.0,8.65
2738,0.0,0.0,0.0,0.0,8.05
2739,0.0,0.0,0.0,0.0,7.36
2740,0.0,0.0,0.0,0.0,6.76
2741,20.98,426.9,114.42,20.98,6.96
2742,62.32,748.12,65.43,34.66,9.86
2743,241.64,817.82,44.23,44.23,11.84
2744,421.74,768.93,48.34,48.34,14.17
2745,423.75,449.14,142.73,142.73,16.38
2746,298.64,267.4,172.37,172.37,18.61
2747,326.63,251.01,181.49,181.49,20.35
2748,527.63,157.32,157.32,327.61,21.46
2749,555.15,109.9,109.9,494.87,22.31
2750,328.24,139.08,139.08,407.28,23.02
2751,220.95,111.27,111.27,364.97,23.18
2752,129.18,74.33,74.33,381.21,22.7
2753,38.76,38.76,65.0,190.78,21.05
2754,3.65,3.65,4.79,4.79,19.29
2755,0.0,0.0,0.0,0.0,16.49
2756,0.0,0.0,0.0,0.0,15.13
2757,0.0,0.0,0.0,0.0,13.94
2758,0.0,0.0,0.0,0.0,13.02
2759,0.0,0.0,0.0,0.0,12.11
2760,0.0,0.0,0.0,0.0,11.55
2761,0.0,0.0,0.0,0.0,11.09
2762,0.0,0.0,0.0,0.0,10.81
2763,0.0,0.0,0.0,0.0,10.39
2764,0.0,0.0,0.0,0.0,10.27
2765,3.65,4.79,4.79,3.65,10.21
2766,13.77,13.77,13.77,10.49,10.22
2767,37.11,37.11,28.27,28.27,10.34
2768,70.62,70.62,53.81,53.81,10.16
2769,72.42,72.42,55.18,55.18,9.84
2770,98.75,98.75,75.24,75.24,10.13
2771,185.86,181.55,137.71,137.71,10.57
2772,132.87,101.23,101.23,132.87,11.54
2773,105.34,80.26,80.26,105.34,12.47
2774,95.76,72.96,72.96,95.76,13.21
2775,45.49,34.66,34.66,45.49,13.27
2776,69.18,52.44,52.44,71.94,13.43
2777,35.57,35.57,51.03,87.58,13.47
2778,2.28,2.28,2.99,2.99,12.8
2779,0.0,0.0,0.0,0.0,10.61
2780,0.0,0.0,0.0,0.0,10.16
2781,0.0,0.0,0.0,0.0,9.46
2782,0.0,0.0,0.0,0.0,9.08
2783,0.0,0.0,0.0,0.0,8.5
2784,0.0,0.0,0.0,0.0,8.22
2785,0.0,0.0,0.0,0.0,7.76
2786,0.0,0.0,0.0,0.0,7.5
2787,0.0,0.0,0.0,0.0,7.15
2788,0.0,0.0,0.0,0.0,6.74
2789,22.8,429.24,119.5,22.8,6.75
2790,59.74,403.34,89.32,59.74,8.2
2791,114.16,131.2,82.99,82.99,10.01
2792,70.02,70.02,53.35,53.35,11.18
2793,81.4,81.4,62.02,62.02,12.07
2794,162.35,161.53,122.21,122.21,11.27
2795,99.35,99.35,75.7,75.7,11.35
2796,233.41,160.51,160.51,219.57,11.08
2797,277.86,164.16,164.16,269.66,10.98
2798,53.86,41.04,41.04,53.86,10.43
2799,200.85,113.55,113.55,304.88,11.34
2800,135.46,63.38,63.38,591.5,11.69
2801,12.31,12.31,16.16,16.16,10.48
2802,5.47,5.47,12.98,25.97,10.09
2803,0.0,0.0,0.0,0.0,8.7
2804,0.0,0.0,0.0,0.0,8.19
2805,0.0,0.0,0.0,0.0,7.75
2806,0.0,0.0,0.0,0.0,7.6
2807,0.0,0.0,0.0,0.0,7.34
2808,0.0,0.0,0.0,0.0,6.89
2809,0.0,0.0,0.0,0.0,6.39
2810,0.0,0.0,0.0,0.0,5.99
2811,0.0,0.0,0.0,0.0,5.46
2812,0.0,0.0,0.0,0.0,5.05
2813,26.9,124.71,55.68,26.9,4.73
2814,51.07,606.3,87.02,51.07,5.82
2815,116.44,133.43,84.82,84.82,6.77
2816,166.81,180.13,117.19,117.19,7.66
2817,215.81,218.77,146.38,146.38,8.69
2818,304.47,273.79,176.93,176.93,9.84
2819,184.14,180.77,137.26,137.26,10.65
2820,166.16,125.86,125.86,165.58,11.05
2821,125.09,95.3,95.3,125.09,11.53
2822,333.02,142.73,142.73,418.99,11.42
2823,252.48,108.07,108.07,480.5,11.52
2824,125.0,79.34,79.34,315.84,11.38
2825,37.85,37.85,55.55,100.73,11.04
2826,2.28,2.28,2.99,2.99,10.67
2827,0.0,0.0,0.0,0.0,9.12
2828,0.0,0.0,0.0,0.0,7.46
2829,0.0,0.0,0.0,0.0,6.3
2830,0.0,0.0,0.0,0.0,5.66
2831,0.0,0.0,0.0,0.0,5.95
2832,0.0,0.0,0.0,0.0,6.56
2833,0.0,0.0,0.0,0.0,6.25
2834,0.0,0.0,0.0,0.0,5.47
2835,0.0,0.0,0.0,0.0,4.97
2836,0.0,0.0,0.0,0.0,4.62
2837,26.45,97.21,49.18,26.45,3.95
2838,56.09,529.31,92.06,56.09,6.04
2839,207.72,507.54,92.11,92.11,7.63
2840,359.82,592.66,105.79,105.79,9.92
2841,358.45,378.28,159.15,159.15,11.71
2842,351.29,302.46,179.67,179.67,13.17
2843,223.9,210.14,158.23,158.23,13.69
2844,380.03,183.77,183.77,295.81,13.92
2845,105.34,80.26,80.26,105.34,13.67
2846,61.05,46.51,46.51,61.05,13.42
2847,50.27,38.3,38.3,50.27,12.91
2848,90.13,67.03,67.03,110.04,12.02
2849,27.36,27.36,35.91,35.91,11.11
2850,4.56,4.56,5.98,5.98,10.35
2851,0.0,0.0,0.0,0.0,9.84
2852,0.0,0.0,0.0,0.0,9.46
2853,0.0,0.0,0.0,0.0,9.1
2854,0.0,0.0,0.0,0.0,8.96
2855,0.0,0.0,0.0,0.0,8.9
2856,0.0,0.0,0.0,0.0,8.9
2857,0.0,0.0,0.0,0.0,8.92
2858,0.0,0.0,0.0,0.0,8.91
2859,0.0,0.0,0.0,0.0,8.92
2860,0.0,0.0,0.0,0.0,8.78
2861,26.45,80.02,45.36,26.45,8.65
2862,45.14,724.43,88.64,45.14,8.66
2863,239.4,839.91,50.62,50.62,9.14
2864,422.83,795.56,51.98,51.98,9.59
2865,574.07,642.14,58.37,58.37,10.87
2866,680.89,430.34,56.09,56.09,12.48
2867,725.76,178.13,56.54,56.54,14.09
2868,712.05,47.88,47.88,330.12,15.21
2869,624.46,55.63,55.63,565.03,16.01
2870,489.95,50.16,50.16,747.92,16.55
2871,314.19,51.53,51.53,836.32,16.84
2872,126.42,41.5,41.5,835.62,16.67
2873,25.99,25.99,120.14,730.34,15.89
2874,7.75,7.75,15.34,26.21,14.92
2875,0.0,0.0,0.0,0.0,14.2
2876,0.0,0.0,0.0,0.0,13.03
2877,0.0,0.0,0.0,0.0,12.17
2878,0.0,0.0,0.0,0.0,11.24
2879,0.0,0.0,0.0,0.0,10.43
2880,0.0,0.0,0.0,0.0,9.42
2881,0.0,0.0,0.0,0.0,8.41
2882,0.0,0.0,0.0,0.0,7.56
2883,0.0,0.0,0.0,0.0,7.4
2884,0.0,0.0,0.0,0.0,7.11
2885,29.18,306.73,102.1,29.18,8.05
2886,48.79,662.98,92.61,48.79,10.09
2887,229.67,761.32,61.1,61.1,11.92
2888,405.31,754.87,60.19,60.19,13.59
2889,551.5,618.57,64.3,64.3,15.14
2890,609.16,413.82,107.62,107.62,16.52
2891,648.2,217.8,110.81,110.81,17.51
2892,615.3,120.39,120.39,340.87,18.05
2893,455.12,154.59,154.59,429.2,18.09
2894,423.37,107.16,107.16,603.47,18.26
2895,300.46,57.91,57.91,786.96,18.3
2896,123.11,45.14,45.14,784.85,18.05
2897,29.64,29.64,116.92,650.21,17.55
2898,8.21,8.21,20.74,41.3,16.3
2899,0.0,0.0,0.0,0.0,17.0
2900,0.0,0.0,0.0,0.0,15.52
2901,0.0,0.0,0.0,0.0,13.88
2902,0.0,0.0,0.0,0.0,11.75
2903,0.0,0.0,0.0,0.0,10.5
2904,0.0,0.0,0.0,0.0,9.66
2905,0.0,0.0,0.0,0.0,9.0
2906,0.0,0.0,0.0,0.0,8.35
2907,0.0,0.0,0.0,0.0,7.91
2908,0.0,0.0,0.0,0.0,7.59
2909,30.1,315.87,106.1,30.1,7.64
2910,60.65,498.37,100.83,60.65,10.24
2911,218.07,608.85,84.82,84.82,11.69
2912,370.28,635.68,98.95,98.95,13.03
2913,526.11,588.01,90.29,90.29,14.33
2914,605.64,413.06,107.62,107.62,15.71
2915,644.57,217.46,110.81,110.81,16.48
2916,498.21,169.18,169.18,333.12,16.9
2917,298.96,170.55,170.55,291.82,17.64
2918,355.56,138.63,138.63,468.98,17.87
2919,234.86,114.91,114.91,423.49,17.56
2920,75.67,57.46,57.46,78.37,16.92
2921,39.22,39.22,56.36,88.42,16.07
2922,1.82,1.82,2.39,2.39,15.08
2923,0.0,0.0,0.0,0.0,13.84
2924,0.0,0.0,0.0,0.0,12.82
2925,0.0,0.0,0.0,0.0,11.92
2926,0.0,0.0,0.0,0.0,11.15
2927,0.0,0.0,0.0,0.0,10.47
2928,0.0,0.0,0.0,0.0,9.88
2929,0.0,0.0,0.0,0.0,9.61
2930,0.0,0.0,0.0,0.0,9.5
2931,0.0,0.0,0.0,0.0,9.33
2932,0.0,0.0,0.0,0.0,8.94
2933,18.24,23.94,23.94,18.24,8.69
2934,59.74,540.58,103.36,59.74,8.75
2935,128.1,152.27,92.57,92.57,9.58
2936,337.16,535.88,122.21,122.21,10.61
2937,413.9,448.0,152.76,152.76,11.19
2938,471.78,369.21,170.55,170.55,12.02
2939,261.86,234.1,174.65,174.65,12.73
2940,462.45,179.21,179.21,327.42,13.11
2941,260.22,165.53,165.53,256.45,13.24
2942,409.38,116.74,116.74,580.84,13.41
2943,296.45,57.91,57.91,794.61,13.28
2944,126.81,61.1,61.1,675.18,13.11
2945,42.86,42.86,64.87,119.61,12.34
2946,5.47,5.47,7.18,7.18,11.38
2947,0.0,0.0,0.0,0.0,10.73
2948,0.0,0.0,0.0,0.0,9.6
2949,0.0,0.0,0.0,0.0,8.36
2950,0.0,0.0,0.0,0.0,7.37
2951,0.0,0.0,0.0,0.0,7.34
2952,0.0,0.0,0.0,0.0,7.08
2953,0.0,0.0,0.0,0.0,6.77
2954,0.0,0.0,0.0,0.0,7.43
2955,0.0,0.0,0.0,0.0,7.4
2956,0.0,0.0,0.0,0.0,6.81
2957,8.21,10.77,10.77,8.21,6.57
2958,42.86,56.26,56.26,42.86,5.41
2959,56.26,56.26,42.86,42.86,3.59
2960,133.71,135.3,100.78,100.78,2.84
2961,184.92,186.2,134.98,134.98,3.66
2962,206.22,202.46,150.03,150.03,4.69
2963,171.5,170.72,129.96,129.96,5.94
2964,236.81,165.07,165.07,225.04,6.85
2965,253.54,165.07,165.07,250.56,7.81
2966,99.95,76.15,76.15,99.95,8.63
2967,266.68,104.43,104.43,570.91,9.05
2968,129.08,84.36,84.36,358.3,8.89
2969,34.66,34.66,126.23,625.32,8.49
2970,9.58,9.58,17.11,25.97,7.93
2971,0.0,0.0,0.0,0.0,6.17
2972,0.0,0.0,0.0,0.0,5.21
2973,0.0,0.0,0.0,0.0,4.62
2974,0.0,0.0,0.0,0.0,3.91
2975,0.0,0.0,0.0,0.0,3.32
2976,0.0,0.0,0.0,0.0,2.95
2977,0.0,0.0,0.0,0.0,2.65
2978,0.0,0.0,0.0,0.0,2.31
2979,0.0,0.0,0.0,0.0,1.87
2980,0.0,0.0,0.0,0.0,1.27
2981,25.99,571.65,169.04,25.99,1.19
2982,36.48,821.01,96.52,36.48,3.24
2983,227.23,830.67,52.9,52.9,4.66
2984,354.85,588.47,117.19,117.19,6.27
2985,235.69,240.83,156.87,156.87,7.55
2986,98.75,98.75,75.24,75.24,8.23
2987,187.73,185.38,140.91,140.91,8.88
2988,135.26,103.06,103.06,135.26,9.28
2989,81.4,62.02,62.02,81.4,9.64
2990,150.14,112.63,112.63,151.72,10.09
2991,193.39,120.84,120.84,276.15,10.02
2992,98.57,73.42,73.42,126.43,10.02
2993,42.86,42.86,62.13,96.98,9.64
2994,6.38,6.38,8.38,8.38,8.98
2995,0.0,0.0,0.0,0.0,7.49
2996,0.0,0.0,0.0,0.0,6.46
2997,0.0,0.0,0.0,0.0,5.83
2998,0.0,0.0,0.0,0.0,5.32
